order_detail_id,order_id,item_id,quantity
3047,974,36,4
3048,1202,83,3
3049,1155,97,5
3050,1846,9,3
3051,1437,27,3
3052,1781,231,1
3053,326,108,4
3054,686,87,1
3055,384,234,3
3056,628,42,4
3057,1120,48,1
3058,900,208,5
3059,935,152,5
3060,1423,112,4
3061,970,214,2
3062,518,186,3
3063,1231,87,4
3064,1390,103,3
3065,83,249,2
3066,1563,240,5
3067,221,108,4
3068,1586,69,5
3069,821,152,1
3070,336,132,2
3071,1889,77,5
3072,1977,179,5
3073,407,244,5
3074,1540,36,2
3075,1359,86,1
3076,1988,24,3
3077,1624,197,2
3078,1642,89,4
3079,811,43,4
3080,2,169,2
3081,411,227,2
3082,618,79,1
3083,379,61,2
3084,895,24,2
3085,316,176,5
3086,1732,199,3
3087,11,123,2
3088,706,26,4
3089,1127,176,4
3090,1432,55,4
3091,1369,97,4
3092,1447,63,1
3093,794,33,3
3094,1563,240,2
3095,819,198,3
3096,1840,73,4
3097,1223,101,5
3098,147,89,4
3099,1372,190,5
3100,56,57,5
3101,365,197,2
3102,756,93,3
3103,1027,211,1
3104,1251,154,4
3105,1874,20,2
3106,283,128,2
3107,91,55,3
3108,892,24,3
3109,787,168,2
3110,872,39,3
3111,638,100,4
3112,72,67,4
3113,368,42,4
3114,1398,133,1
3115,953,207,1
3116,710,176,1
3117,1344,221,4
3118,1646,207,1
3119,330,82,2
3120,1177,130,4
3121,1406,117,1
3122,996,168,4
3123,866,198,1
3124,621,109,3
3125,1520,163,1
3126,1237,207,4
3127,1029,96,4
3128,1459,86,5
3129,1991,94,1
3130,1609,46,4
3131,1089,195,4
3132,1783,173,1
3133,308,2,3
3134,1942,240,5
3135,529,51,5
3136,1665,158,4
3137,891,13,4
3138,577,11,1
3139,1778,126,4
3140,752,13,5
3141,1406,95,3
3142,872,87,3
3143,1571,210,1
3144,1112,69,2
3145,601,92,4
3146,36,115,3
3147,610,163,1
3148,1221,29,3
3149,1499,10,5
3150,1513,102,2
3151,359,22,5
3152,194,33,2
3153,1297,127,4
3154,1829,71,3
3155,1991,118,5
3156,500,236,5
3157,1166,118,1
3158,157,84,3
3159,79,38,5
3160,1483,164,1
3161,783,132,1
3162,692,238,3
3163,866,103,1
3164,377,244,3
3165,1478,168,1
3166,1714,234,4
3167,1977,30,2
3168,1170,67,3
3169,1261,132,5
3170,1750,204,2
3171,1422,205,1
3172,767,147,4
3173,441,195,4
3174,563,192,2
3175,567,129,1
3176,1239,103,2
3177,1389,73,3
3178,11,105,2
3179,39,201,4
3180,1346,34,3
3181,547,119,5
3182,1619,250,3
3183,199,57,2
3184,38,182,3
3185,453,17,5
3186,590,187,5
3187,1694,118,5
3188,862,163,5
3189,674,139,4
3190,975,239,5
3191,26,88,3
3192,655,89,4
3193,311,119,4
3194,432,137,2
3195,1379,100,3
3196,826,9,5
3197,1982,21,4
3198,1150,89,1
3199,426,192,5
3200,757,78,3
3201,1538,81,4
3202,1382,120,1
3203,320,160,5
3204,342,160,3
3205,1157,111,4
3206,1567,6,3
3207,1140,191,4
3208,481,97,5
3209,270,97,5
3210,1944,218,1
3211,199,102,2
3212,433,29,5
3213,593,46,2
3214,1571,200,4
3215,1127,105,3
3216,1539,56,4
3217,1845,154,3
3218,655,198,3
3219,1291,28,3
3220,1029,138,5
3221,804,58,4
3222,1014,194,4
3223,587,212,4
3224,322,237,2
3225,820,74,1
3226,1091,213,3
3227,1563,119,2
3228,1400,233,1
3229,786,149,4
3230,1996,108,4
3231,387,163,1
3232,1268,58,2
3233,1249,159,5
3234,165,154,5
3235,1500,105,1
3236,666,157,2
3237,341,146,4
3238,1402,24,3
3239,47,191,5
3240,1810,203,4
3241,1131,131,2
3242,1742,234,2
3243,938,95,2
3244,359,121,2
3245,661,34,3
3246,133,229,1
3247,424,148,4
3248,941,63,5
3249,909,62,2
3250,1993,119,5
3251,1314,29,5
3252,1716,85,2
3253,502,119,1
3254,15,192,1
3255,1397,174,4
3256,1776,134,4
3257,1766,99,1
3258,1604,107,3
3259,1810,184,5
3260,248,184,5
3261,1326,137,1
3262,899,124,1
3263,600,208,4
3264,1697,211,1
3265,745,103,5
3266,1289,167,4
3267,878,202,1
3268,213,38,3
3269,1553,212,5
3270,1544,203,1
3271,1479,44,3
3272,846,169,3
3273,291,234,2
3274,1630,124,2
3275,542,25,3
3276,1315,178,1
3277,939,231,4
3278,1542,63,3
3279,702,76,4
3280,678,202,4
3281,1433,67,5
3282,564,153,1
3283,1560,36,2
3284,1069,74,1
3285,453,226,3
3286,1155,93,3
3287,629,242,2
3288,1163,163,3
3289,974,183,4
3290,1379,76,2
3291,1524,207,2
3292,301,156,3
3293,1760,99,3
3294,1305,59,1
3295,1743,55,5
3296,621,38,5
3297,25,67,3
3298,1477,131,5
3299,832,123,5
3300,1844,44,3
3301,1319,40,5
3302,1747,129,3
3303,1072,96,4
3304,1773,238,4
3305,1328,44,5
3306,988,45,4
3307,1838,98,1
3308,1370,243,1
3309,702,58,3
3310,423,58,2
3311,570,156,1
3312,1332,51,3
3313,1022,118,5
3314,1870,164,1
3315,1721,192,5
3316,1840,59,2
3317,745,171,1
3318,817,161,1
3319,1950,85,5
3320,138,70,5
3321,1970,137,5
3322,1788,21,1
3323,915,146,5
3324,508,63,3
3325,1633,190,2
3326,1413,240,2
3327,468,177,4
3328,364,11,5
3329,545,142,3
3330,188,191,2
3331,1502,213,1
3332,1856,232,2
3333,1071,78,1
3334,426,59,2
3335,1200,195,5
3336,978,119,1
3337,1100,226,1
3338,654,203,1
3339,403,123,1
3340,906,22,4
3341,405,26,5
3342,1208,56,5
3343,998,77,5
3344,20,149,4
3345,1764,232,1
3346,1475,227,4
3347,1593,165,2
3348,1207,207,5
3349,1548,117,1
3350,516,194,4
3351,1232,70,4
3352,1293,46,3
3353,1039,124,5
3354,582,244,3
3355,542,223,5
3356,510,88,3
3357,1389,144,5
3358,633,161,4
3359,229,194,2
3360,999,2,3
3361,1830,250,5
3362,964,127,2
3363,367,17,4
3364,1379,78,1
3365,1896,221,4
3366,702,164,5
3367,1685,47,2
3368,1595,28,2
3369,437,79,5
3370,626,82,5
3371,967,27,3
3372,1900,157,2
3373,1170,173,2
3374,664,41,2
3375,1570,102,2
3376,1746,41,5
3377,1357,41,3
3378,1960,133,4
3379,1339,153,4
3380,1597,186,3
3381,469,239,3
3382,967,240,3
3383,760,38,3
3384,684,187,3
3385,1699,191,3
3386,922,79,4
3387,1154,101,4
3388,12,196,4
3389,114,248,4
3390,725,166,2
3391,1997,117,3
3392,40,210,2
3393,428,170,3
3394,604,214,3
3395,49,83,4
3396,1620,98,3
3397,1143,144,2
3398,1634,56,5
3399,1031,113,3
3400,219,20,2
3401,329,84,4
3402,1929,185,5
3403,963,244,1
3404,1600,169,4
3405,1409,246,4
3406,512,72,5
3407,1201,97,1
3408,208,15,3
3409,566,138,3
3410,898,237,3
3411,228,121,2
3412,1804,192,1
3413,665,199,4
3414,1689,39,2
3415,1208,77,5
3416,410,144,1
3417,898,63,3
3418,1173,140,3
3419,1141,136,3
3420,1413,6,2
3421,1582,198,1
3422,1784,202,3
3423,1961,219,3
3424,1854,198,4
3425,1531,227,2
3426,378,83,4
3427,467,118,3
3428,683,51,3
3429,523,155,1
3430,288,31,4
3431,876,102,4
3432,1635,13,5
3433,124,234,5
3434,765,5,5
3435,896,9,5
3436,1789,205,3
3437,1619,138,4
3438,579,148,3
3439,1300,18,1
3440,1158,24,5
3441,1599,29,5
3442,325,205,5
3443,1734,218,1
3444,1176,237,4
3445,1250,167,2
3446,1540,19,4
3447,1675,71,4
3448,925,228,2
3449,1333,85,1
3450,373,166,5
3451,696,117,5
3452,1600,178,4
3453,1822,6,4
3454,1178,76,1
3455,1278,213,4
3456,39,3,2
3457,661,110,2
3458,531,220,2
3459,1197,173,3
3460,1091,118,2
3461,1577,211,5
3462,1896,91,5
3463,313,49,2
3464,423,79,2
3465,207,7,5
3466,1233,242,1
3467,1597,33,5
3468,714,245,1
3469,671,223,3
3470,1902,59,2
3471,414,78,2
3472,869,70,2
3473,1918,236,2
3474,1582,91,1
3475,282,225,4
3476,253,214,4
3477,53,114,2
3478,780,13,4
3479,899,103,2
3480,422,198,4
3481,1209,209,1
3482,191,249,2
3483,1038,234,5
3484,1484,133,1
3485,334,194,2
3486,247,241,4
3487,1517,155,3
3488,1536,82,4
3489,392,54,1
3490,1638,130,3
3491,979,66,5
3492,230,242,4
3493,34,2,4
3494,1646,108,4
3495,1970,220,1
3496,727,93,3
3497,1714,17,4
3498,1938,218,3
3499,470,180,1
3500,1333,165,4
